,Unnamed: 0,make,model,ramat_gimur,fieldyear,fielddoors,fieldsitting,fieldprice,fieldgroupy,fieldcontinous_value,fieldguarantee,fieldchassis,fieldlaunch,fieldignition,fieldgearbox,fieldgear,fieldengine,fieldpiston,fieldcapacity,fieldpower,fieldloops,fieldmoment,fieldloopmoment,fieldacceleration,fieldspeed,fieldurban_consumption,fieldintercity_consumption,fieldconsumption,fieldelectricity_use,fieldbattery_capacity,fieldelectric_range,fieldhome_charging_time,fieldfast_charging_time,fieldpollution,fieldbreaking,fieldbrake,fieldairbag,fieldstability,fieldcenairbag,fieldizofix,fieldpressure_sensor,fieldbelt_warning,fieldautonomous_braking,fieldpedestrian_identification,fieldtwo_wheeler_identification,fieldadaptive_cruise_control,fieldlane_assist,fieldblind_spot,fieldrear_traffic,fieldrear_traffic_braking,fieldalert_fatigue,fieldhigh_beam_assist,fieldtraffic_sign_recognition,fieldcrossing_warning_open_door,fieldchild_rear_seat,fieldadditional_safety_equipment,fieldlength,fieldwidth,fieldheight,fieldwheel,fieldcargo,fieldchaircargo,fieldselfweight,fieldtowing_without_brakes,fieldtowing_with_brakes,fieldtire,fieldfuel,fieldaudio,fieldbluetooth,fielddisc_changer,fieldtouch_screen,fieldscreen_size,fieldgps,fieldaudio_connections,fieldconnectivity,fieldwireless_charging,fieldseat_screens,fieldwindows,fieldairconditioning,fieldsunroof,fieldhook,fieldrowing,fieldupholstery,fieldautochair,fieldhotchair,fieldmassage_seats,fieldlight,fieldfog,fieldrain,fielddark,fieldparking_sensors,fieldparking_camers,fieldautomatic_parking,fieldcomputer,fielddigital_cluster,fieldhead_up_display,fieldwithout_key,fieldfolding_mirrors,fieldinside_mirror,fieldleather,fieldheated_steering_wheel,fieldpaddle_shifters,fielddriving_mode,fieldstop_start,fieldelectric_handbrake,fieldambient_light,fieldhill_assist,fieldsuspension_dampers,fieldelectric_tailgate,fieldmore_equ,hanaa_nm,automatic_ind,delek_cd,fieldprice_equ,n_model
224,224,מזדה,CX5,LUXURY,2017,5,5,0,5,0.0,0,אחודה,2016,קדמית,אוטומטית - טיפטרוניק,6,בנזין,4,1998,165,6000,21.399999618530273,4000,10.100000381469727,189.0,12.2,17.2,14.9,0,0,0,0,0,13.0,13.0,ABS + EBD + BAS,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"מערכת ""מובילאיי"" בהתקנה מקומית",455.0,184.0,168.0,270.0,442.0,1342.0,1658,750,1500,225/55R19,56.0,מקורית + שליטה מההגה,1,0,1,7.0,1,USB + AUX,Apple CarPlay,0,0,4,בקרת אקלים + פתחי איוורור מאחור,1,1,1,עור,יש - לנהג בלבד,0,0,LED,1,1,1,0,אחורית,0,1,0,0,הנעה בלבד,1,מראות פנים,1,0,0,1,1,יש + Auto Hold,0,0,רגילים,0,פנסים עוקבי פניה,2X4,1,1,0,5
225,225,מזדה,CX5,PREMIUM,2020,5,5,0,6,5429.0,0,אחודה,2016,כפולה (4X4),אוטומטית - טיפטרוניק,6,בנזין,4,2488,195,6000,26.10000038146973,4000,9.0,199.0,10.4,14.7,12.8,0,0,0,0,0,14.0,14.0,ABS + EBD + BAS,6,1,1,1,1,1,1,1,0,1,היגוי אקטיבי,0,0,1,1,1,0,0,0,0,455.0,184.0,168.0,270.0,442.0,1342.0,1755,750,1500,225/55R19,58.0,מקורית + שליטה מההגה,1,0,1,7.0,1,USB + AUX,Apple CarPlay,0,0,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,0,0,LED,1,1,1,אחוריים + קדמיים,היקפיות + מבט על,0,1,0,1,הנעה בלבד,1,מראות פנים,1,0,0,1,1,יש + Auto Hold,0,0,רגילים,יש - ללא מגע,"מערכת שמע משודרגת מבית Bose עם 10 רמקולים, גימורי פנים עץ-מתכתי, מושבים קדמיים מאווררים",4X4,1,1,0,5
226,226,מזדה,CX5,PREMIUM,2019,5,5,0,6,0.0,0,אחודה,2016,כפולה (4X4),אוטומטית - טיפטרוניק,6,בנזין,4,2488,195,6000,26.10000038146973,4000,9.0,199.0,10.4,14.7,12.8,0,0,0,0,0,14.0,14.0,ABS + EBD + BAS,6,1,1,1,1,1,1,1,0,1,היגוי אקטיבי,0,0,1,1,1,0,0,0,0,455.0,184.0,168.0,270.0,442.0,1342.0,1755,750,1500,225/55R19,58.0,מקורית + שליטה מההגה,1,0,1,7.0,1,USB + AUX,Apple CarPlay,0,0,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,0,0,LED,1,1,1,אחוריים + קדמיים,היקפיות + מבט על,0,1,0,1,הנעה בלבד,1,מראות פנים,1,0,0,1,1,יש + Auto Hold,0,0,רגילים,יש - ללא מגע,"מערכת שמע משודרגת מבית Bose עם 10 רמקולים, גימורי פנים עץ-מתכתי, מושבים קדמיים מאווררים",4X4,1,1,0,5
227,227,מזדה,CX5,PREMIUM,2018,5,5,0,6,0.0,0,אחודה,2016,כפולה (4X4),אוטומטית - טיפטרוניק,6,בנזין,4,2488,195,5700,26.10000038146973,4000,8.899999618530273,194.0,11.1,15.9,13.7,0,0,0,0,0,14.0,14.0,ABS + EBD + BAS,6,1,1,1,1,1,1,1,0,0,היגוי אקטיבי,0,0,1,1,1,0,0,0,"מערכת ""מובילאיי"" בהתקנה מקומית",455.0,184.0,168.0,270.0,442.0,1342.0,1732,750,1500,225/55R19,58.0,מקורית + שליטה מההגה,1,0,1,7.0,1,USB + AUX,Apple CarPlay,0,0,4,בקרת אקלים + פתחי איוורור מאחור,1,1,1,עור,יש - לנהג בלבד,0,0,LED,1,1,1,אחוריים + קדמיים,אחורית,0,1,0,1,הנעה בלבד,1,מראות פנים,1,0,0,1,1,יש + Auto Hold,0,0,רגילים,0,"פנסים עוקבי פניה, מערכת שמע משודרגת מבית Bose עם 10 רמקולים, מחשב דרך עם תצוגה מורחבת, גימורי עור ועץ-מתכתי פנימיים",4X4,1,1,0,5
228,228,מזדה,CX5,SIGNATURE,2021,5,5,0,6,5900.0,0,אחודה,2016,כפולה (4X4),אוטומטית - טיפטרוניק,6,בנזין,4,2488,195,6000,26.10000038146973,4000,9.0,199.0,0.0,0.0,11.2,0,0,0,0,0,14.0,14.0,ABS + EBD + BAS,6,1,1,1,1,1,1,1,0,1,היגוי אקטיבי,התרעה בלבד,1,1,1,1,0,0,0,תאורה אדפטיבית,455.0,184.0,168.0,270.0,442.0,1342.0,1725,750,1500,225/55R19,58.0,מקורית + שליטה מההגה,1,0,1,8.0,0,USB,Android Auto + Apple CarPlay,0,0,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,0,0,LED עם מנגנון הפניה בסיבוב,1,1,1,אחוריים + קדמיים,היקפיות + מבט על,0,1,0,1,כניסה + הנעה,1,מראות פנים,1,0,1,1,1,יש + Auto Hold,0,0,רגילים,יש - ללא מגע,"מסך 7 אינץ' בלוח המחוונים, מערכת שמע מבית Bose עם 10 רמקולים, גימור עור בדלתות, בקונסולה המרכזית ובמשענת היד, גימור פנימי עץ מהודר בשילוב כרום, אוורור במושבים הקדמיים",4X4,1,1,0,5
229,229,מזדה,CX5,COMFORT,2019,5,5,0,5,0.0,0,אחודה,2016,קדמית,אוטומטית - טיפטרוניק,6,בנזין,4,1998,165,6000,21.399999618530273,4000,10.100000381469727,189.0,12.6,16.6,15.0,0,0,0,0,0,12.0,12.0,ABS + EBD + BAS,6,1,1,1,1,1,1,1,0,1,היגוי אקטיבי,0,0,0,0,1,0,0,0,0,455.0,184.0,167.5,270.0,442.0,1342.0,1632,750,1500,225/65R17,56.0,מקורית + שליטה מההגה,1,0,1,7.0,1,USB + AUX,Apple CarPlay,0,0,4,בקרת אקלים + פתחי איוורור מאחור,0,1,כולל שמירת מרחק,עור,יש - לנהג בלבד,0,0,LED,1,1,1,0,אחורית,0,1,0,0,הנעה בלבד,1,מראות פנים,1,0,0,1,1,יש + Auto Hold,0,0,רגילים,0,0,2X4,1,1,0,5
230,230,מזדה,CX5,BLACK,2021,5,5,0,5,4660.0,0,אחודה,2016,קדמית,אוטומטית - טיפטרוניק,6,בנזין,4,1998,165,6000,21.399999618530273,4000,10.100000381469727,189.0,0.0,0.0,12.8,0,0,0,0,0,13.0,13.0,ABS + EBD + BAS,6,1,1,1,1,1,1,1,0,1,היגוי אקטיבי,התרעה בלבד,1,0,0,1,0,0,0,0,455.0,184.0,168.0,270.0,442.0,1342.0,1640,750,1500,225/55R19,56.0,מקורית + שליטה מההגה,1,0,1,8.0,0,USB,Android Auto + Apple CarPlay,0,0,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,בד משולב עור,יש - לנהג בלבד,0,0,LED עם מנגנון הפניה בסיבוב,1,1,1,0,אחורית,0,1,0,0,כניסה + הנעה,1,מראות פנים,1,0,1,1,1,יש + Auto Hold,0,0,רגילים,0,"מסך 7 אינץ' בלוח המחוונים, בתי מראות וחישוקים בצבע שחור מבריק, מערכת שמע מבית Bose עם 10 רמקולים, גימור עור בדלתות, בקונסולה המרכזית ובמשענת היד, תפרים אדומים במושבים",2X4,1,1,0,5
231,231,מזדה,CX5,LUXURY,2018,5,5,0,5,0.0,0,אחודה,2016,קדמית,אוטומטית - טיפטרוניק,6,בנזין,4,1998,165,6000,21.399999618530273,4000,10.100000381469727,189.0,12.2,17.2,14.9,0,0,0,0,0,13.0,13.0,ABS + EBD + BAS,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"מערכת ""מובילאיי"" בהתקנה מקומית",455.0,184.0,168.0,270.0,442.0,1342.0,1658,750,1500,225/55R19,56.0,מקורית + שליטה מההגה,1,0,1,7.0,1,USB + AUX,Apple CarPlay,0,0,4,בקרת אקלים + פתחי איוורור מאחור,1,1,1,עור,יש - לנהג בלבד,0,0,LED,1,1,1,0,אחורית,0,1,0,0,הנעה בלבד,1,מראות פנים,1,0,0,1,1,יש + Auto Hold,0,0,רגילים,0,פנסים עוקבי פניה,2X4,1,1,0,5
232,232,מזדה,CX5,PREMIUM,2018,5,5,0,5,0.0,0,אחודה,2016,קדמית,אוטומטית - טיפטרוניק,6,בנזין,4,1998,165,6000,21.399999618530273,4000,10.100000381469727,189.0,12.2,17.2,14.9,0,0,0,0,0,13.0,13.0,ABS + EBD + BAS,6,1,1,1,1,1,1,1,0,0,היגוי אקטיבי,0,0,0,0,1,0,0,0,"מערכת ""מובילאיי"" בהתקנה מקומית",455.0,184.0,168.0,270.0,442.0,1342.0,1658,750,1500,225/55R19,56.0,מקורית + שליטה מההגה,1,0,1,7.0,1,USB + AUX,Apple CarPlay,0,0,4,בקרת אקלים + פתחי איוורור מאחור,1,1,1,עור,יש - לנהג בלבד,0,0,LED,1,1,1,0,אחורית,0,1,0,1,הנעה בלבד,1,מראות פנים,1,0,0,1,1,יש + Auto Hold,0,0,רגילים,0,"פנסים עוקבי פניה, מערכת שמע משודרגת מבית Bose עם 10 רמקולים, מחשב דרך עם תצוגה מורחבת, גימורי עור ועץ-מתכתי פנימיים",2X4,1,1,0,5
233,233,מזדה,CX5,SIGNATURE,2019,5,5,0,6,0.0,0,אחודה,2016,כפולה (4X4),אוטומטית - טיפטרוניק,6,בנזין,4,2488,195,6000,26.10000038146973,4000,9.0,199.0,10.4,14.7,12.8,0,0,0,0,0,14.0,14.0,ABS + EBD + BAS,6,1,1,1,1,1,1,1,0,1,היגוי אקטיבי,התרעה בלבד,1,1,1,1,0,0,0,0,455.0,184.0,168.0,270.0,442.0,1342.0,1755,750,1500,225/55R19,58.0,מקורית + שליטה מההגה,1,0,1,7.0,1,USB + AUX,Apple CarPlay,0,0,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,0,0,LED,1,1,1,אחוריים + קדמיים,היקפיות + מבט על,0,1,1,1,הנעה בלבד,1,מראות פנים,1,0,0,1,1,יש + Auto Hold,0,0,רגילים,יש - ללא מגע,"מערכת שמע משודרגת מבית Bose עם 10 רמקולים, גימורי פנים עץ, מושבים קדמיים מאווררים, תאורה אדפטיבית, תאורת לד פנימית",4X4,1,1,0,5
234,234,מזדה,CX5,PREMIUM,2019,5,5,0,5,0.0,0,אחודה,2016,קדמית,אוטומטית - טיפטרוניק,6,בנזין,4,1998,165,6000,21.399999618530273,4000,10.100000381469727,189.0,12.6,16.6,15.0,0,0,0,0,0,12.0,12.0,ABS + EBD + BAS,6,1,1,1,1,1,1,1,0,1,היגוי אקטיבי,0,0,1,1,1,0,0,0,0,455.0,184.0,168.0,270.0,442.0,1342.0,1665,750,1500,225/55R19,56.0,מקורית + שליטה מההגה,1,0,1,7.0,1,USB + AUX,Apple CarPlay,0,0,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,0,0,LED,1,1,1,אחוריים + קדמיים,היקפיות + מבט על,0,1,0,1,הנעה בלבד,1,מראות פנים,1,0,0,1,1,יש + Auto Hold,0,0,רגילים,יש - ללא מגע,"מערכת שמע משודרגת מבית Bose עם 10 רמקולים, גימורי פנים עץ-מתכתי, מושבים קדמיים מאווררים",2X4,1,1,0,5
235,235,מזדה,CX5,COMFORT,2021,5,5,0,5,4288.0,0,אחודה,2016,קדמית,אוטומטית - טיפטרוניק,6,בנזין,4,1998,165,6000,21.399999618530273,4000,10.100000381469727,189.0,0.0,0.0,12.8,0,0,0,0,0,13.0,13.0,ABS + EBD + BAS,6,1,1,1,1,1,1,1,0,1,היגוי אקטיבי,0,0,0,0,1,0,0,0,0,455.0,184.0,168.0,270.0,442.0,1342.0,1640,750,1500,225/55R19,56.0,מקורית + שליטה מההגה,1,0,1,8.0,0,USB,Android Auto + Apple CarPlay,0,0,4,בקרת אקלים + פתחי איוורור מאחור,0,1,כולל שמירת מרחק,בד משולב עור,יש - לנהג בלבד,0,0,LED עם מנגנון הפניה בסיבוב,1,1,1,0,אחורית,0,1,0,0,כניסה + הנעה,1,מראות פנים,1,0,1,1,1,יש + Auto Hold,0,0,רגילים,0,0,2X4,1,1,0,5
236,236,מזדה,CX5,EXECUTIVE,2018,5,5,0,5,0.0,0,אחודה,2016,קדמית,אוטומטית - טיפטרוניק,6,בנזין,4,1998,165,6000,21.399999618530273,4000,10.100000381469727,189.0,12.2,17.2,14.9,0,0,0,0,0,13.0,13.0,ABS + EBD + BAS,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"מערכת ""מובילאיי"" בהתקנה מקומית",455.0,184.0,167.5,270.0,442.0,1342.0,1635,750,1500,225/65R17,56.0,מקורית + שליטה מההגה,1,0,1,7.0,1,USB + AUX,Apple CarPlay,0,0,4,בקרת אקלים + פתחי איוורור מאחור,0,1,1,עור,יש - לנהג בלבד,0,0,LED,1,1,1,0,אחורית,0,1,0,0,הנעה בלבד,1,מראות פנים,1,0,0,1,1,יש + Auto Hold,0,0,רגילים,0,0,2X4,1,1,0,5
237,237,מזדה,CX5,EXECUTIVE,2021,5,5,0,5,4710.0,0,אחודה,2016,קדמית,אוטומטית - טיפטרוניק,6,בנזין,4,2488,195,6000,26.10000038146973,4000,8.899999618530273,201.0,0.0,0.0,12.5,0,0,0,0,0,14.0,14.0,ABS + EBD + BAS,6,1,1,1,1,1,1,1,0,1,היגוי אקטיבי,התרעה בלבד,1,0,0,1,0,0,0,0,455.0,184.0,168.0,270.0,442.0,1342.0,1725,750,1500,225/55R19,58.0,מקורית + שליטה מההגה,1,0,1,8.0,0,USB,Android Auto + Apple CarPlay,0,0,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש - לנהג בלבד,0,0,LED עם מנגנון הפניה בסיבוב,1,1,1,0,אחורית,0,1,0,0,כניסה + הנעה,1,מראות פנים,1,0,1,1,1,יש + Auto Hold,0,0,רגילים,0,מסך 7 אינץ' בלוח המחוונים,2X4,1,1,0,5
238,238,מזדה,CX5,EXECUTIVE,2019,5,5,0,5,0.0,0,אחודה,2016,קדמית,אוטומטית - טיפטרוניק,6,בנזין,4,1998,165,6000,21.399999618530273,4000,10.100000381469727,189.0,12.6,16.6,15.0,0,0,0,0,0,12.0,12.0,ABS + EBD + BAS,6,1,1,1,1,1,1,1,0,1,היגוי אקטיבי,0,0,0,0,1,0,0,0,0,455.0,184.0,168.0,270.0,442.0,1342.0,1665,750,1500,225/55R19,56.0,מקורית + שליטה מההגה,1,0,1,7.0,1,USB + AUX,Apple CarPlay,0,0,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש - לנהג בלבד,0,0,LED,1,1,1,0,אחורית,0,1,0,0,הנעה בלבד,1,מראות פנים,1,0,0,1,1,יש + Auto Hold,0,0,רגילים,0,0,2X4,1,1,"חבילת Executive Plus הכוללת חיישני חנייה קדמיים ואחוריים, מושב נוסע עם כוונון חשמלי, מושב נהג עם זכרונות",5
239,239,מזדה,CX5,EXECUTIVE,2020,5,5,0,5,4313.0,0,אחודה,2016,קדמית,אוטומטית - טיפטרוניק,6,בנזין,4,1998,165,6000,21.399999618530273,4000,10.100000381469727,189.0,12.6,16.6,15.0,0,0,0,0,0,12.0,12.0,ABS + EBD + BAS,6,1,1,1,1,1,1,1,0,1,היגוי אקטיבי,0,0,0,0,1,0,0,0,0,455.0,184.0,168.0,270.0,442.0,1342.0,1665,750,1500,225/55R19,56.0,מקורית + שליטה מההגה,1,0,1,7.0,1,USB + AUX,Apple CarPlay,0,0,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש - לנהג בלבד,0,0,LED,1,1,1,0,אחורית,0,1,0,0,הנעה בלבד,1,מראות פנים,1,0,0,1,1,יש + Auto Hold,0,0,רגילים,0,0,2X4,1,1,"חבילת Executive Plus הכוללת חיישני חנייה קדמיים ואחוריים, מושב נוסע עם כוונון חשמלי, מושב נהג עם זכרונות",5
240,240,מזדה,CX5,PREMIUM,2020,5,5,0,5,4884.0,0,אחודה,2016,קדמית,אוטומטית - טיפטרוניק,6,בנזין,4,1998,165,6000,21.399999618530273,4000,10.100000381469727,189.0,12.6,16.6,15.0,0,0,0,0,0,12.0,12.0,ABS + EBD + BAS,6,1,1,1,1,1,1,1,0,1,היגוי אקטיבי,0,0,1,1,1,0,0,0,0,455.0,184.0,168.0,270.0,442.0,1342.0,1665,750,1500,225/55R19,56.0,מקורית + שליטה מההגה,1,0,1,7.0,1,USB + AUX,Apple CarPlay,0,0,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,0,0,LED,1,1,1,אחוריים + קדמיים,היקפיות + מבט על,0,1,0,1,הנעה בלבד,1,מראות פנים,1,0,0,1,1,יש + Auto Hold,0,0,רגילים,יש - ללא מגע,"מערכת שמע משודרגת מבית Bose עם 10 רמקולים, גימורי פנים עץ-מתכתי, מושבים קדמיים מאווררים",2X4,1,1,0,5
241,241,מזדה,CX5,PREMIUM,2021,5,5,0,6,5479.0,0,אחודה,2016,קדמית,אוטומטית - טיפטרוניק,6,בנזין,4,2488,195,6000,26.10000038146973,4000,8.899999618530273,201.0,0.0,0.0,12.5,0,0,0,0,0,14.0,14.0,ABS + EBD + BAS,6,1,1,1,1,1,1,1,0,1,היגוי אקטיבי,התרעה בלבד,1,1,1,1,0,0,0,0,455.0,184.0,168.0,270.0,442.0,1342.0,1725,750,1500,225/55R19,58.0,מקורית + שליטה מההגה,1,0,1,8.0,0,USB,Android Auto + Apple CarPlay,0,0,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,0,0,LED עם מנגנון הפניה בסיבוב,1,1,1,אחוריים + קדמיים,היקפיות + מבט על,0,1,0,0,כניסה + הנעה,1,מראות פנים,1,0,1,1,1,יש + Auto Hold,0,0,רגילים,יש - ללא מגע,"מסך 7 אינץ' בלוח המחוונים, מערכת שמע מבית Bose עם 10 רמקולים, גימור עור בדלתות, בקונסולה המרכזית ובמשענת היד, גימור פנימי עץ מתכתי בשילוב כרום, אוורור במושבים הקדמיים",2X4,1,1,0,5
242,242,מזדה,CX5,PREMIUM,2017,5,5,0,5,0.0,0,אחודה,2016,קדמית,אוטומטית - טיפטרוניק,6,בנזין,4,1998,165,6000,21.399999618530273,4000,10.100000381469727,189.0,12.2,17.2,14.9,0,0,0,0,0,13.0,13.0,ABS + EBD + BAS,6,1,1,1,1,1,1,1,0,0,היגוי אקטיבי,0,0,0,0,1,0,0,0,"מערכת ""מובילאיי"" בהתקנה מקומית",455.0,184.0,168.0,270.0,442.0,1342.0,1658,750,1500,225/55R19,56.0,מקורית + שליטה מההגה,1,0,1,7.0,1,USB + AUX,Apple CarPlay,0,0,4,בקרת אקלים + פתחי איוורור מאחור,1,1,1,עור,יש - לנהג בלבד,0,0,LED,1,1,1,0,אחורית,0,1,0,1,הנעה בלבד,1,מראות פנים,1,0,0,1,1,יש + Auto Hold,0,0,רגילים,0,"פנסים עוקבי פניה, מערכת שמע משודרגת מבית Bose עם 10 רמקולים, מחשב דרך עם תצוגה מורחבת, גימורי עור ועץ-מתכתי פנימיים",2X4,1,1,0,5
243,243,מזדה,CX5,SIGNATURE,2020,5,5,0,6,5702.0,0,אחודה,2016,כפולה (4X4),אוטומטית - טיפטרוניק,6,בנזין,4,2488,195,6000,26.10000038146973,4000,9.0,199.0,10.4,14.7,12.8,0,0,0,0,0,14.0,14.0,ABS + EBD + BAS,6,1,1,1,1,1,1,1,0,1,היגוי אקטיבי,התרעה בלבד,1,1,1,1,0,0,0,0,455.0,184.0,168.0,270.0,442.0,1342.0,1755,750,1500,225/55R19,58.0,מקורית + שליטה מההגה,1,0,1,7.0,1,USB + AUX,Apple CarPlay,0,0,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,0,0,LED,1,1,1,אחוריים + קדמיים,היקפיות + מבט על,0,1,1,1,הנעה בלבד,1,מראות פנים,1,0,0,1,1,יש + Auto Hold,0,0,רגילים,יש - ללא מגע,"מערכת שמע משודרגת מבית Bose עם 10 רמקולים, גימורי פנים עץ, מושבים קדמיים מאווררים, תאורה אדפטיבית, תאורת לד פנימית",4X4,1,1,0,5
244,244,מזדה,CX5,COMFORT,2020,5,5,0,5,4214.0,0,אחודה,2016,קדמית,אוטומטית - טיפטרוניק,6,בנזין,4,1998,165,6000,21.399999618530273,4000,10.100000381469727,189.0,12.6,16.6,15.0,0,0,0,0,0,12.0,12.0,ABS + EBD + BAS,6,1,1,1,1,1,1,1,0,1,היגוי אקטיבי,0,0,0,0,1,0,0,0,0,455.0,184.0,167.5,270.0,442.0,1342.0,1632,750,1500,225/65R17,56.0,מקורית + שליטה מההגה,1,0,1,7.0,1,USB + AUX,Apple CarPlay,0,0,4,בקרת אקלים + פתחי איוורור מאחור,0,1,כולל שמירת מרחק,עור,יש - לנהג בלבד,0,0,LED,1,1,1,0,אחורית,0,1,0,0,הנעה בלבד,1,מראות פנים,1,0,0,1,1,יש + Auto Hold,0,0,רגילים,0,0,2X4,1,1,0,5
245,245,מזדה,CX5,EXECUTIVE,2017,5,5,0,5,0.0,0,אחודה,2016,קדמית,אוטומטית - טיפטרוניק,6,בנזין,4,1998,165,6000,21.399999618530273,4000,10.100000381469727,189.0,12.2,17.2,14.9,0,0,0,0,0,13.0,13.0,ABS + EBD + BAS,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"מערכת ""מובילאיי"" בהתקנה מקומית",455.0,184.0,167.5,270.0,442.0,1342.0,1635,750,1500,225/65R17,56.0,מקורית + שליטה מההגה,1,0,1,7.0,1,USB + AUX,Apple CarPlay,0,0,4,בקרת אקלים + פתחי איוורור מאחור,0,1,1,עור,יש - לנהג בלבד,0,0,LED,1,1,1,0,אחורית,0,1,0,0,הנעה בלבד,1,מראות פנים,1,0,0,1,1,יש + Auto Hold,0,0,רגילים,0,0,2X4,1,1,0,5
246,246,מזדה,CX5,PREMIUM,2015,5,5,0,6,0.0,0,אחודה,2011,כפולה (4X4),אוטומטית - טיפטרוניק,6,בנזין,4,2488,192,5700,26.10000038146973,4000,8.600000381469728,192.0,10.7,16.4,13.7,0,0,0,0,0,13.0,13.0,ABS + EBD,6,1,1,1,1,1,1,0,0,0,0,התרעה בלבד,1,0,0,0,0,0,0,0,455.5,184.0,167.0,270.0,403.0,1560.0,1699,750,1500,225/55R19,58.0,מקורית + שליטה מההגה,1,0,1,7.0,0,USB + AUX,0,0,0,4,בקרת אקלים מפוצלת,1,1,1,עור,יש - לנהג בלבד,0,0,LED,1,1,1,אחוריים + קדמיים,אחורית,0,1,0,0,הנעה בלבד,1,מראות פנים,1,0,0,1,1,1,0,0,רגילים,0,0,4X4,1,1,0,5
247,247,מזדה,CX5,LUXURY,2013,5,5,0,5,0.0,0,אחודה,2011,כפולה (4X4),אוטומטית - טיפטרוניק,6,בנזין,4,1997,154,6000,20.299999237060547,4000,9.899999618530273,0.0,11.1,16.6,14.2,0,0,0,0,0,4.0,4.0,ABS + EBD,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455.5,184.0,167.0,270.0,403.0,1560.0,1615,750,750,225/55R19,58.0,מקורית + שליטה מההגה,1,0,1,5.8,0,USB + AUX,0,0,0,4,בקרת אקלים מפוצלת,1,1,1,בד,0,0,0,רגילים,1,1,1,0,אחורית,0,1,0,0,הנעה בלבד,1,מראות פנים,1,0,0,0,0,0,0,0,רגילים,0,0,4X4,1,1,0,5
248,248,מזדה,CX5,EXECUTIVE,2015,5,5,0,5,0.0,0,אחודה,2011,קדמית,אוטומטית - טיפטרוניק,6,בנזין,4,1998,165,6000,21.399999618530273,4000,9.100000381469727,187.0,12.5,18.2,15.6,0,0,0,0,0,8.0,8.0,ABS + EBD,6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,455.5,184.0,167.0,270.0,403.0,1560.0,1581,750,1500,225/65R17,56.0,מקורית + שליטה מההגה,1,0,1,7.0,0,USB + AUX,0,0,0,4,בקרת אקלים מפוצלת,0,1,1,בד,0,0,0,רגילים,1,1,1,0,אחורית,0,1,0,0,הנעה בלבד,1,מראות פנים,1,0,0,1,1,1,0,0,רגילים,0,0,2X4,1,1,0,5
249,249,מזדה,CX5,EXECUTIVE,2014,5,5,0,5,0.0,0,אחודה,2011,כפולה (4X4),אוטומטית - טיפטרוניק,6,בנזין,4,2488,188,5700,25.399999618530273,4000,8.600000381469728,192.0,10.7,16.4,13.7,0,0,0,0,0,8.0,8.0,ABS + EBD,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455.5,184.0,167.0,270.0,403.0,1560.0,1641,750,750,225/65R17,58.0,מקורית + שליטה מההגה,1,0,1,5.8,0,USB + AUX,0,0,0,4,בקרת אקלים מפוצלת,1,1,1,בד,0,0,0,רגילים,1,0,0,0,0,0,1,0,0,הנעה בלבד,1,0,1,0,0,0,1,0,0,0,רגילים,0,0,4X4,1,1,0,5
